# x		Fun(x)	FunAtv1(x)
1.770000	0.980224	-0.202787
1.780000	0.978197	-0.212568
1.790000	0.976071	-0.222329
1.800000	0.973848	-0.232068
1.810000	0.971527	-0.241783
1.820000	0.969109	-0.251474
1.830000	0.966594	-0.261140
1.840000	0.963983	-0.270779
1.850000	0.961275	-0.280392
1.860000	0.958471	-0.289977
1.870000	0.955572	-0.299532
1.880000	0.952576	-0.309058
1.890000	0.949486	-0.318553
1.900000	0.946300	-0.328016
1.910000	0.943020	-0.337446
1.920000	0.939645	-0.346842
1.930000	0.936177	-0.356204
1.940000	0.932615	-0.365530
1.950000	0.928960	-0.374819
1.960000	0.925212	-0.384071
1.970000	0.921371	-0.393285
1.980000	0.917438	-0.402459
1.990000	0.913413	-0.411593
